country,year,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b_vaccination,measles,overweight_prevalence,polio_vaccination,total_expenditure,diphtheria_vaccination,hiv_aids,gdp,thinness_5_9_years,income_composition_of_resources,schooling,is_developed
Democratic Republic of the Congo,2001,51.8,3.5553480614894135,5.429345628954441,1.9,53.403258245,7.0,8072,15.3,3.0,2.67,3.0,1.2237754316221157,6.5962979538366975,12.1,0.604,10.7,0
Democratic Republic of the Congo,2000,51.3,5.849324779946859,5.424950017481403,1.98,36.595802649999996,7.0,8282,14.9,42.0,1.45,4.0,1.252762968495368,6.3069299603763165,12.3,0.6,10.7,0
Denmark,2015,86.0,4.276666119016055,0.0,9.64,10468.76292,94.0,9,58.8,93.0,1.8,93.0,0.09531017980432487,8.578409480045691,0.9,0.923,19.2,1
Denmark,2014,84.0,4.30406509320417,0.0,9.64,10468.76292,95.0,27,58.4,94.0,1.8,94.0,0.09531017980432487,11.041745771632145,0.9,0.926,19.2,1
Denmark,2013,81.0,4.330733340286331,0.0,9.5,10261.763,95.0,17,58.1,94.0,11.25,94.0,0.09531017980432487,11.021774888957264,0.9,0.924,18.7,1
Denmark,2012,80.0,4.343805421853684,0.0,9.26,928.4170785,95.0,2,57.7,94.0,1.98,94.0,0.09531017980432487,8.675652461637076,0.9,0.922,18.4,1
Denmark,2011,79.7,4.382026634673881,0.0,10.47,10251.10872,95.0,84,57.4,91.0,1.87,91.0,0.09531017980432487,11.030924830581647,0.9,0.91,16.9,1
Denmark,2010,79.2,4.442651256490317,0.0,10.28,954.4865933,94.5,5,57.0,9.0,11.8,9.0,0.09531017980432487,8.672898870747709,0.9,0.906,16.8,1
Denmark,2009,78.9,4.465908118654584,0.0,10.08,9765.616994,95.0,6,56.6,89.0,11.47,89.0,0.09531017980432487,10.971026933244596,0.9,0.906,16.8,1
Denmark,2008,78.8,4.48863636973214,0.0,10.7,10761.18209,94.5,14,56.3,88.0,1.18,88.0,0.09531017980432487,11.07168290471583,0.9,0.906,16.8,1
Denmark,2007,78.4,4.543294782270004,0.0,10.99,9703.068121,94.0,2,55.9,87.0,9.99,87.0,0.09531017980432487,10.976584594926871,0.9,0.904,16.7,1
Denmark,2006,78.1,4.543294782270004,0.0,11.02,850.9544783,94.5,27,55.4,93.0,9.92,93.0,0.09531017980432487,8.561782756839648,0.9,0.902,16.9,1
Denmark,2005,78.1,4.532599493153256,0.0,11.28,7627.412444,94.5,2,55.0,93.0,9.77,93.0,0.09531017980432487,10.79550247079715,1.0,0.897,16.6,1
Denmark,2004,77.7,4.59511985013459,0.0,11.27,6948.839868,94.0,0,54.4,95.0,9.67,95.0,0.09531017980432487,10.747479505141238,1.0,0.893,16.5,1
Denmark,2003,77.3,2.4849066497880004,0.0,11.54,650.9813544,92.0,0,53.9,96.0,9.51,96.0,0.09531017980432487,8.402853909228185,1.0,0.882,16.3,1
Denmark,2002,77.0,2.70805020110221,0.0,11.34,4801.546125,88.5,32,53.3,98.0,9.33,98.0,0.09531017980432487,10.41119911995776,1.0,0.875,16.6,1
Denmark,2001,77.0,2.5649493574615367,0.0,11.56,530.4832336,87.5,11,52.8,97.0,9.1,97.0,0.09531017980432487,8.230217392161482,1.0,0.862,16.2,1
Denmark,2000,76.9,2.5649493574615367,0.0,11.69,508.7496912,87.5,14,52.2,97.0,8.7,97.0,0.09531017980432487,8.228059177407276,1.0,0.86,16.5,1
Djibouti,2015,63.5,5.488937726156687,0.6931471805599453,0.38,24.73299655,84.0,47,35.0,84.0,1.57,84.0,1.1314021114911006,7.530033154010551,5.4,0.47,6.3,0
Djibouti,2014,63.0,5.53338948872752,0.6931471805599453,0.38,24.73299655,78.0,0,34.4,78.0,1.57,78.0,1.1314021114911006,5.170001549134385,5.4,0.467,6.3,0
Djibouti,2013,62.7,5.54907608489522,0.6931471805599453,0.53,229.4410095,82.0,28,33.8,82.0,9.14,82.0,1.1314021114911006,7.392424573456935,5.4,0.464,6.3,0
Djibouti,2012,62.2,5.575949103146316,0.6931471805599453,0.52,217.2125786,81.0,709,33.2,81.0,8.95,81.0,1.0647107369924282,7.33768978777888,5.5,0.46,6.3,0
Djibouti,2011,61.8,5.594711379601839,0.6931471805599453,0.39,20.35974738,87.0,49,32.7,87.0,8.71,87.0,1.308332819650179,4.976643379717299,5.5,0.451,5.9,0
Djibouti,2010,61.3,5.6131281063880705,0.6931471805599453,0.44,187.4960097,88.0,7,32.2,88.0,8.84,88.0,1.410986973710262,7.1906739544506175,5.6,0.441,5.5,0
Djibouti,2009,69.0,5.634789603169249,0.6931471805599453,0.49,177.2671607,89.0,48,31.7,89.0,8.37,89.0,1.4350845252893227,7.134617850957996,5.6,0.436,5.3,0
Djibouti,2008,62.0,5.66988092298052,0.6931471805599453,0.49,171.7686449,88.0,143,31.3,89.0,8.5,89.0,1.4586150226995167,7.103133870476994,5.6,0.427,5.0,0
Djibouti,2007,59.8,5.6937321388027,0.6931471805599453,0.45,20.86878709,25.0,24,3.9,88.0,7.72,88.0,1.5040773967762742,5.001169945353583,5.7,0.416,4.5,0
Djibouti,2006,59.1,3.6888794541139363,1.0986122886681098,1.02,121.4812077,25.0,49,3.6,72.0,7.5,72.0,1.547562508716013,6.87385653202666,5.7,0.405,4.3,0
Djibouti,2005,58.6,5.765191102784844,1.0986122886681098,1.23,12.70325933,25.0,298,3.2,71.0,7.21,71.0,1.589235205116581,4.561529105952628,5.8,0.396,4.0,0
Djibouti,2004,58.1,5.7899601708972535,1.0986122886681098,1.18,106.0354659,25.0,71,29.8,64.0,6.76,64.0,1.6094379124341003,6.762943040201392,5.9,0.388,3.7,0
Djibouti,2003,58.0,5.786897381366708,1.0986122886681098,1.02,94.13302875,25.0,37,29.4,68.0,6.22,68.0,1.6486586255873816,6.710491583985957,5.9,0.378,3.5,0
Djibouti,2002,57.9,5.777652323222656,1.0986122886681098,1.03,13.46662004,25.0,50,29.0,62.0,5.45,62.0,1.667706820558076,6.6760175533186885,6.0,0.372,3.3,0
Djibouti,2001,57.7,5.780743515792329,1.0986122886681098,0.95,92.4978948,25.0,79,28.6,49.0,5.37,53.0,1.667706820558076,6.662151652472832,6.1,0.363,2.9,0
Djibouti,2000,57.4,5.786897381366708,1.0986122886681098,1.34,91.95075901,25.0,183,28.2,46.0,5.75,46.0,1.62924053973028,6.6453208091503075,6.1,0.361,2.9,0
Dominican Republic,2015,73.9,5.030437921392435,1.9459101490553132,5.92,1088.244952,81.0,0,58.9,87.0,4.38,85.0,0.262364264467491,8.774849722336636,3.2,0.718,13.2,0
Dominican Republic,2014,73.6,5.043425116919247,1.9459101490553132,5.92,1088.244952,89.0,0,57.9,9.0,4.38,91.0,0.262364264467491,8.743482529072075,3.2,0.712,13.2,0
Dominican Republic,2013,73.4,5.062595033026967,1.9459101490553132,5.93,97.52211538,8.0,0,56.8,82.0,4.12,83.0,0.262364264467491,6.443424234163893,3.2,0.709,13.2,0
Dominican Republic,2012,72.1,5.1647859739235145,1.9459101490553132,5.93,857.1307037,74.0,0,55.8,85.0,4.26,85.0,0.33647223662121295,8.694481564130047,3.2,0.706,13.1,0
Dominican Republic,2011,73.1,2.833213344056216,1.9459101490553132,5.91,843.7876995,8.0,2,54.7,84.0,4.22,84.0,0.5306282510621704,8.658804379404,3.2,0.703,13.0,0
Dominican Republic,2010,72.7,5.117993812416755,1.9459101490553132,6.02,664.5585242,83.0,0,53.6,85.0,4.6,88.0,0.6418538861723948,8.60386060258974,3.3,0.697,12.9,0
Dominican Republic,2009,73.6,5.062595033026967,1.9459101490553132,6.05,587.8828228,8.0,0,52.6,85.0,4.41,82.0,0.7884573603642702,8.507885515076413,3.3,0.695,12.9,0
Dominican Republic,2008,73.3,5.087596335232384,1.9459101490553132,6.12,49.09241952,81.0,0,51.5,86.0,4.2,82.0,0.8754687373538999,6.23906530769762,3.3,0.692,12.8,0
Dominican Republic,2007,72.9,5.10594547390058,1.9459101490553132,6.05,74.8217488,81.0,0,5.4,86.0,4.34,85.0,0.9555114450274363,8.444259763983958,3.4,0.685,12.7,0
Dominican Republic,2006,72.3,5.187385805840755,2.0794415416798357,6.2,352.9551269,84.0,0,49.3,88.0,4.34,89.0,1.0296194171811581,8.252568254012177,3.4,0.677,12.6,0
Dominican Republic,2005,69.7,3.367295829986474,2.0794415416798357,5.71,289.7418649,87.0,0,48.2,86.0,4.26,87.0,1.0986122886681098,8.211374113350008,3.4,0.668,12.6,0
Dominican Republic,2004,69.3,5.3706380281276624,2.0794415416798357,5.16,182.6162515,82.0,0,47.2,66.0,4.28,79.0,1.1314021114911006,7.792747771070033,3.5,0.666,12.5,0
Dominican Republic,2003,73.0,3.1354942159291497,2.0794415416798357,6.32,293.0196601,79.0,0,46.1,65.0,5.53,79.0,1.1939224684724346,7.77217521374614,3.5,0.665,12.4,0
Dominican Republic,2002,71.4,5.247024072160486,2.0794415416798357,6.43,4.67359227,63.0,0,45.1,74.0,5.79,82.0,1.2237754316221157,3.6754339673132104,3.6,0.66,12.3,0
Dominican Republic,2001,71.2,5.241747015059643,2.0794415416798357,6.13,340.0239945,66.0,113,44.1,71.0,5.59,72.0,1.252762968495368,7.959679385368199,3.6,0.656,12.3,0
Dominican Republic,2000,72.0,5.176149732573829,2.0794415416798357,6.58,44.79247812,68.0,253,43.1,71.0,5.9,78.0,1.252762968495368,5.646944715283467,3.7,0.651,12.2,0
Ecuador,2015,76.2,4.77912349311153,1.9459101490553132,3.82,79.11626341,78.0,0,54.2,84.0,9.16,78.0,0.09531017980432487,6.440343871025792,1.1,0.739,14.0,0
Ecuador,2014,76.0,4.804021044733257,1.9459101490553132,3.82,79.11626341,83.0,0,53.5,84.0,9.16,83.0,0.09531017980432487,8.7692299311896,1.1,0.737,14.0,0
Ecuador,2013,76.0,4.804021044733257,1.9459101490553132,3.77,59.12850204,87.0,0,52.8,87.0,7.29,87.0,0.09531017980432487,6.516167779865031,1.1,0.725,13.4,0
Ecuador,2012,75.5,4.852030263919617,2.0794415416798357,3.92,41.88087712,88.0,72,52.1,85.0,6.48,87.0,0.09531017980432487,6.351135476098184,1.2,0.717,13.3,0
Ecuador,2011,75.3,4.882801922586371,2.0794415416798357,3.99,344.7412164,88.0,257,51.4,85.0,5.92,88.0,0.09531017980432487,8.561086004638767,1.2,0.71,13.2,0
Ecuador,2010,75.0,4.90527477843843,2.0794415416798357,3.95,367.9285652,9.0,0,5.7,88.0,5.9,91.0,0.09531017980432487,8.446410922054264,1.2,0.703,13.1,0
Ecuador,2009,75.1,4.927253685157205,2.0794415416798357,3.87,282.1440066,91.0,0,5.0,91.0,5.58,94.0,0.09531017980432487,8.356217942771028,1.2,0.702,13.1,0
Ecuador,2008,74.6,4.941642422609304,2.0794415416798357,3.76,197.9303077,93.0,1,49.3,94.0,5.66,96.0,0.09531017980432487,8.36076219865051,1.2,0.698,13.0,0
Ecuador,2007,74.7,2.70805020110221,2.0794415416798357,3.63,19.60467787,94.0,0,48.6,95.0,5.94,96.0,0.18232155679395465,5.8880988737618605,1.3,0.696,12.9,0
Ecuador,2006,74.4,4.976733742420574,2.1972245773362196,3.52,19.13983284,96.0,0,47.9,92.0,5.86,96.0,0.262364264467491,5.819449320168268,1.3,0.693,12.8,0
Ecuador,2005,74.2,5.0238805208462765,2.1972245773362196,3.54,18.09317114,92.0,0,47.2,89.0,5.87,92.0,0.262364264467491,5.7774744343363515,1.3,0.688,12.8,0
Ecuador,2004,74.4,5.003946305945459,2.1972245773362196,3.65,16.37920405,88.0,0,46.5,9.0,6.22,88.0,0.262364264467491,5.633209398159838,1.3,0.682,12.7,0
Ecuador,2003,74.4,5.0238805208462765,2.1972245773362196,3.69,18.26183281,82.0,0,45.8,97.0,6.46,87.0,0.262364264467491,5.503170584872369,1.4,0.679,12.6,0
Ecuador,2002,73.6,5.062595033026967,2.1972245773362196,3.88,187.3843511,75.0,0,45.1,88.0,4.62,88.0,0.262364264467491,7.689355911075553,1.4,0.675,12.5,0
Ecuador,2001,73.4,5.0689042022202315,2.302585092994046,4.13,14.5887403,69.0,2,44.3,9.0,3.86,89.0,0.262364264467491,5.271673402684549,1.5,0.67,12.4,0
Ecuador,2000,72.8,5.099866427824199,2.302585092994046,3.99,84.17527008,36.0,0,43.6,83.0,3.38,87.0,0.262364264467491,7.280902243231518,1.5,0.668,12.4,0
Egypt,2015,79.0,5.075173815233827,3.9512437185814275,0.21,164.15959215,93.0,5432,61.1,93.0,5.64,93.0,0.09531017980432487,7.56185694863999,2.8,0.688,13.1,0
Egypt,2014,78.0,5.087596335232384,3.9889840465642745,0.21,164.15959215,94.0,1314,6.2,94.0,5.64,94.0,0.09531017980432487,7.4615726887673235,2.8,0.686,13.1,0
Egypt,2013,79.0,5.075173815233827,4.007333185232471,0.21,150.408875,97.0,405,59.4,97.0,5.46,97.0,0.09531017980432487,7.375004802909116,2.8,0.681,12.8,0
Egypt,2012,72.0,5.111987788356544,4.007333185232471,0.23,196.64804005000002,93.0,245,58.6,93.0,5.29,93.0,0.09531017980432487,7.546390491831213,2.8,0.673,12.4,0
Egypt,2011,74.0,5.1298987149230735,4.02535169073515,0.22,176.57634795,96.0,26,57.8,96.0,5.4,96.0,0.09531017980432487,7.4289022087419045,2.9,0.671,12.4,0
Egypt,2010,70.0,5.159055299214529,4.007333185232471,0.22,124.34159525000001,97.0,16,57.0,97.0,4.8,97.0,0.09531017980432487,7.221016725856725,2.9,0.665,12.2,0
Egypt,2009,69.9,5.1647859739235145,4.007333185232471,0.21,116.49602065,97.0,608,56.2,97.0,5.1,97.0,0.09531017980432487,7.168559504143924,3.0,0.659,12.0,0
Egypt,2008,69.8,5.153291594497779,4.007333185232471,0.24,92.61110876500001,97.0,668,55.5,97.0,4.82,97.0,0.09531017980432487,7.073036376678545,3.0,0.651,11.9,0
Egypt,2007,69.7,5.147494476813453,4.02535169073515,0.21,74.374527315,98.0,1684,54.8,98.0,4.95,98.0,0.09531017980432487,6.839842203234448,3.1,0.644,11.7,0
Egypt,2006,69.5,5.170483995038151,4.02535169073515,0.18,76.05649216,98.0,953,54.2,98.0,5.24,98.0,0.09531017980432487,6.856103237199803,3.1,0.636,11.5,0
Egypt,2005,69.4,5.1647859739235145,4.04305126783455,0.16,71.50015272499999,98.0,77,53.5,98.0,5.6,98.0,0.09531017980432487,6.9075779303567995,3.2,0.629,11.4,0
Egypt,2004,69.0,5.176149732573829,4.060443010546419,0.16,46.548775535000004,97.0,80,52.9,97.0,5.21,97.0,0.09531017980432487,6.476689018135964,3.2,0.623,11.2,0
Egypt,2003,68.6,5.187385805840755,4.0943445622221,0.15,46.253761055,98.0,164,52.3,98.0,5.41,98.0,0.09531017980432487,6.659894195892075,3.3,0.621,11.3,0
Egypt,2002,68.7,5.181783550292085,4.127134385045092,0.15,52.253894315,97.0,653,51.8,97.0,5.97,97.0,0.09531017980432487,6.576221488139424,3.4,0.617,11.2,0
Egypt,2001,68.6,5.181783550292085,4.1588830833596715,0.14,53.403258245,99.0,2150,51.2,99.0,5.75,99.0,0.09531017980432487,6.5962979538366975,3.4,0.612,11.1,0
Egypt,2000,68.8,5.147494476813453,4.189654742026425,0.14,36.595802649999996,98.0,2633,5.7,98.0,5.55,98.0,0.09531017980432487,6.3069299603763165,3.5,0.606,11.0,0
El Salvador,2015,73.5,5.187385805840755,1.0986122886681098,2.52,665.7260253,91.0,0,56.1,92.0,6.77,91.0,0.18232155679395465,8.325576831463879,1.5,0.678,13.2,0
El Salvador,2014,73.3,5.204006687076795,1.0986122886681098,2.52,665.7260253,93.0,0,55.4,93.0,6.77,94.0,0.18232155679395465,8.291489333061376,1.6,0.676,13.2,0
El Salvador,2013,73.0,5.220355825078324,1.0986122886681098,2.42,653.6925016,92.0,0,54.7,92.0,6.95,92.0,0.18232155679395465,8.267876207457386,1.6,0.675,13.2,0
El Salvador,2012,73.0,5.204006687076795,1.0986122886681098,2.48,591.7757569,92.0,0,54.1,93.0,6.7,92.0,0.262364264467491,8.2503031303842,1.6,0.67,13.2,0
El Salvador,2011,72.0,5.288267030694535,1.0986122886681098,2.37,549.2783081,89.0,0,53.4,9.0,6.81,89.0,0.262364264467491,8.226195529801794,1.6,0.666,13.0,0
El Salvador,2010,72.0,5.2574953720277815,1.0986122886681098,2.36,469.3904193,89.0,0,52.8,89.0,6.91,89.0,0.262364264467491,8.153462685435299,1.6,0.662,12.9,0
El Salvador,2009,71.4,3.1780538303479458,1.0986122886681098,2.55,416.4338399,91.0,0,52.1,91.0,6.83,91.0,0.262364264467491,8.121920602554036,1.6,0.662,12.8,0
El Salvador,2008,71.7,5.272999558563747,1.0986122886681098,2.68,53.95949877,98.0,0,51.4,98.0,6.21,98.0,0.262364264467491,5.881503671557972,1.7,0.659,13.4,0
El Salvador,2007,71.2,3.1780538303479458,1.0986122886681098,2.83,52.30172215,99.0,0,5.8,99.0,6.32,99.0,0.262364264467491,5.8166294070341324,1.7,0.657,12.9,0
El Salvador,2006,75.0,5.356586274672012,1.3862943611198906,2.77,57.74562629,96.0,0,5.1,96.0,6.68,96.0,0.18232155679395465,5.897021353362606,1.7,0.651,12.9,0
El Salvador,2005,71.0,5.365976015021851,1.3862943611198906,2.77,440.6027042,89.0,0,49.4,89.0,7.19,89.0,0.18232155679395465,7.95024904951952,1.8,0.644,12.7,0
El Salvador,2004,70.0,5.375278407684165,1.3862943611198906,2.9,398.6058322,9.0,0,48.6,9.0,7.3,9.0,0.262364264467491,7.876182729061957,1.8,0.636,12.4,0
El Salvador,2003,69.9,3.4011973816621555,1.3862943611198906,3.1,400.1342971,94.0,0,47.8,93.0,7.61,94.0,0.262364264467491,7.832306751591264,1.9,0.628,12.0,0
El Salvador,2002,73.0,3.2188758248682006,1.3862943611198906,2.97,29.68529375,81.0,0,47.0,81.0,7.9,81.0,0.33647223662121295,5.519108152278649,1.9,0.621,11.8,0
El Salvador,2001,68.9,5.393627546352362,1.6094379124341003,2.88,332.1056586,75.0,2,46.2,94.0,8.2,92.0,0.33647223662121295,7.757808871990785,2.0,0.615,11.6,0
El Salvador,2000,69.0,5.389071729816501,1.6094379124341003,2.79,353.6690328,99.0,0,45.3,98.0,8.17,99.0,0.33647223662121295,7.713968431771598,2.0,0.607,11.3,0
Equatorial Guinea,2015,58.2,3.4965075614664802,1.3862943611198906,0.01,13.40477417,16.0,1250,24.5,17.0,3.8,16.0,1.6486586255873816,7.206609141447569,8.3,0.582,9.2,0
Equatorial Guinea,2014,57.9,3.4965075614664802,1.3862943611198906,0.01,13.40477417,2.0,13,24.0,24.0,3.8,2.0,1.6863989535702288,5.265780383425062,8.4,0.582,9.2,0
Equatorial Guinea,2013,57.4,5.793013608384144,1.3862943611198906,10.72,156.3907685,2.0,321,23.5,3.0,3.73,3.0,1.9021075263969205,7.717793453002661,8.6,0.586,9.2,0
Equatorial Guinea,2012,56.7,5.823045895483019,1.3862943611198906,11.89,1500.412635,2.0,1190,23.0,3.0,4.0,24.0,2.2192034840549946,9.978532536985254,8.7,0.583,9.2,0
Equatorial Guinea,2011,56.2,5.84354441703136,1.3862943611198906,10.99,1493.051277,2.0,0,22.6,39.0,3.29,41.0,2.163323025660538,9.973614468684623,8.8,0.58,9.2,0
Equatorial Guinea,2010,56.1,5.8289456176102075,1.3862943611198906,9.93,1192.696619,2.0,0,22.1,59.0,3.84,44.0,2.1041341542702074,9.749021154208362,9.0,0.589,9.2,0
Equatorial Guinea,2009,55.7,3.5553480614894135,1.3862943611198906,7.97,115.0692415,2.0,78,21.7,57.0,5.32,43.0,2.1162555148025524,7.41112942934845,9.2,0.59,9.1,0
Equatorial Guinea,2008,55.4,5.82600010738045,1.3862943611198906,8.34,1705.678619,2.0,436,21.3,55.0,2.31,42.0,1.9878743481543455,10.03202946293304,9.3,0.592,9.1,0
Equatorial Guinea,2007,55.0,5.8289456176102075,1.3862943611198906,6.86,1024.519543,2.0,5,2.9,54.0,2.25,41.0,1.9315214116032138,9.665410495029835,9.5,0.587,9.0,0
Equatorial Guinea,2006,54.8,5.823045895483019,1.3862943611198906,7.28,827.5979335,2.0,0,2.5,52.0,2.13,4.0,1.840549633397487,9.451973995445181,9.6,0.569,9.0,0
Equatorial Guinea,2005,54.4,5.823045895483019,1.3862943611198906,7.19,12.0661671,2.0,0,2.2,5.0,1.63,39.0,1.7749523509116738,5.229145943407402,9.8,0.563,8.7,0
Equatorial Guinea,2004,54.1,5.820082930352362,1.3862943611198906,6.28,44.54768305,2.0,38,19.8,48.0,2.4,38.0,1.6863989535702288,6.531386201004476,1.0,0.553,8.5,0
Equatorial Guinea,2003,53.8,5.814130531825066,1.3862943611198906,7.13,309.7834587,2.0,18,19.5,46.0,2.23,37.0,1.5260563034950492,8.182608507406218,1.1,0.554,8.4,0
Equatorial Guinea,2002,53.5,5.814130531825066,1.3862943611198906,6.01,234.7874207,2.0,24,19.1,44.0,2.5,36.0,1.3609765531356006,7.905504751789031,1.3,0.542,8.2,0
Equatorial Guinea,2001,53.1,5.814130531825066,1.3862943611198906,5.07,197.7839552,2.0,1339,18.7,43.0,1.78,35.0,1.1939224684724346,7.734068518565411,1.4,0.527,8.0,0
Equatorial Guinea,2000,52.7,5.820082930352362,1.3862943611198906,4.46,14.95451321,2.0,0,18.3,41.0,2.73,34.0,1.0647107369924282,5.157242795552749,1.6,0.527,8.0,0
Eritrea,2015,64.7,5.545177444479562,1.791759469228055,0.01,20.97991915,95.0,198,18.6,95.0,3.34,95.0,0.33647223662121295,6.369516545928132,8.2,0.418,5.0,0
Eritrea,2014,64.4,5.568344503761097,1.791759469228055,0.01,20.97991915,94.0,127,18.0,94.0,3.34,94.0,0.33647223662121295,6.369516545928132,8.3,0.416,5.0,0
Eritrea,2013,64.0,5.58724865840025,1.9459101490553132,0.01,20.97991915,94.0,45,17.5,94.0,3.1,94.0,0.4054651081081644,6.369516545928132,8.4,0.414,5.0,0
Eritrea,2012,63.6,5.616771097666572,1.9459101490553132,0.01,20.97991915,94.0,194,17.0,94.0,2.98,94.0,0.4700036292457356,6.369516545928132,8.6,0.41,5.0,0
Eritrea,2011,62.9,5.659482215759621,1.9459101490553132,0.62,20.97991915,96.0,48,16.5,96.0,3.6,96.0,0.5306282510621704,6.369516545928132,8.7,0.405,5.0,0
Eritrea,2010,62.1,5.700443573390687,1.9459101490553132,0.61,17.35739784,9.0,51,16.0,9.0,3.24,9.0,0.6418538861723948,6.180327040260274,8.8,0.404,5.1,0
Eritrea,2009,61.4,5.7430031878094825,1.9459101490553132,0.63,1.575160196,92.0,82,15.5,92.0,3.3,92.0,0.6931471805599453,3.8011908788832693,8.9,0.402,5.2,0
Eritrea,2008,67.0,5.777652323222656,1.9459101490553132,0.49,11.76572311,94.0,0,15.1,94.0,3.69,94.0,0.7419373447293773,5.792481887777502,9.1,0.406,5.2,0
Eritrea,2007,62.0,5.799092654460526,1.9459101490553132,1.23,11.42385961,91.0,55,14.7,91.0,3.29,91.0,0.832909122935104,5.763086801266379,9.2,0.405,5.3,0
Eritrea,2006,59.7,5.820082930352362,2.0794415416798357,0.97,10.60269773,94.0,128,14.3,94.0,3.3,94.0,0.8754687373538999,5.699870124719485,9.3,0.405,5.3,0
Eritrea,2005,59.4,3.5553480614894135,2.0794415416798357,1.07,5.064688968,96.0,19,13.9,96.0,2.97,96.0,0.9555114450274363,5.626753687225344,9.5,0.405,5.4,0
Eritrea,2004,59.1,5.8377304471659395,2.0794415416798357,0.64,10.26097341,84.0,24,13.6,98.0,3.14,98.0,1.0296194171811581,5.664425463121384,9.6,0.405,5.0,0
Eritrea,2003,58.8,5.840641657373398,2.0794415416798357,0.56,6.913998013,91.0,376,13.3,95.0,3.5,93.0,1.0647107369924282,5.4544427207076955,9.7,0.405,4.7,0
Eritrea,2002,58.5,5.840641657373398,2.0794415416798357,0.83,0.703132179,86.0,460,13.1,92.0,4.2,9.0,1.0647107369924282,3.1253910943171115,9.9,0.405,4.4,0
Eritrea,2001,58.1,5.846438775057725,2.0794415416798357,0.61,5.593619538,86.0,204,12.8,89.0,3.95,86.0,1.0986122886681098,5.3759227047098825,1.0,0.405,4.3,0
Eritrea,2000,45.3,6.386879319362645,2.0794415416798357,0.83,0.735940361,86.0,789,12.6,82.0,4.43,81.0,1.0647107369924282,3.374064207238746,1.1,0.405,3.9,0
Estonia,2015,77.6,4.787491742782046,0.0,0.01,2700.07305,91.0,4,59.9,93.0,6.38,93.0,0.09531017980432487,7.482079001584073,1.9,0.863,16.5,0
Estonia,2014,77.3,4.812184355372417,0.0,0.01,2700.07305,93.0,0,59.4,93.0,6.38,93.0,0.09531017980432487,9.900606171341506,1.9,0.86,16.5,0
Estonia,2013,76.9,4.852030263919617,0.0,0.01,261.2914808,93.0,2,59.0,94.0,6.48,94.0,0.09531017980432487,7.565676548530966,1.9,0.856,16.5,0
Estonia,2012,76.3,4.912654885736052,0.0,0.01,2263.103797,94.0,4,58.5,94.0,6.36,94.0,0.09531017980432487,9.765540264179979,1.9,0.85,16.5,0
Estonia,2011,76.1,4.9344739331306915,0.0,0.01,2146.945741,94.0,7,58.0,93.0,5.83,93.0,0.09531017980432487,9.767429738050954,2.0,0.838,16.4,0
Estonia,2010,75.6,4.927253685157205,0.0,14.97,1802.017593,94.0,0,57.6,94.0,6.25,94.0,0.09531017980432487,9.59148875717193,2.0,0.833,16.2,0
Estonia,2009,74.9,5.056245805348308,0.0,15.04,1717.088711,95.0,0,57.1,95.0,6.93,95.0,0.09531017980432487,9.597459434497786,2.0,0.836,16.1,0
Estonia,2008,74.2,5.123963979403259,0.0,16.99,225.0723618,94.0,0,56.7,95.0,6.6,95.0,0.09531017980432487,7.547263521545431,2.1,0.835,16.1,0
Estonia,2007,73.0,5.247024072160486,0.0,17.87,1904.12469,95.0,1,56.3,95.0,5.16,95.0,0.09531017980432487,9.716401784890985,2.1,0.829,16.1,0
Estonia,2006,73.0,5.241747015059643,0.0,16.58,244.3510801,95.0,27,55.9,95.0,5.1,95.0,0.09531017980432487,9.44116764772696,2.2,0.822,16.1,0
Estonia,2005,72.8,5.247024072160486,0.0,15.52,153.5045263,95.0,2,55.5,96.0,5.2,96.0,0.09531017980432487,7.199912239172405,2.2,0.812,15.9,0
Estonia,2004,72.3,5.278114659230517,0.0,15.07,101.1201161,9.0,0,55.2,95.0,5.13,94.0,0.09531017980432487,6.787241773358138,2.3,0.805,15.7,0
Estonia,2003,71.9,5.298317366548036,0.0,11.64,132.7233922,9.0,0,54.9,95.0,4.92,94.0,0.09531017980432487,8.878391129278993,2.3,0.798,15.6,0
Estonia,2002,71.2,5.356586274672012,0.0,11.48,7.806042825,9.0,0,54.6,94.0,4.84,94.0,0.09531017980432487,6.290360596601424,2.4,0.791,15.4,0
Estonia,2001,78.0,5.420534999272286,0.0,0.01,88.62945822,9.0,0,54.3,94.0,4.85,94.0,0.09531017980432487,8.411823180157773,2.5,0.781,15.0,0
Estonia,2000,78.0,5.389071729816501,0.0,0.01,5.34809451,9.0,9,54.0,93.0,5.28,93.0,0.09531017980432487,3.8780166896442076,2.5,0.764,14.4,0
Ethiopia,2015,64.8,5.420534999272286,4.919980925828125,0.01,89.95805845,77.0,17745,17.6,75.0,4.88,77.0,0.4700036292457356,6.471517145132847,1.2,0.441,8.4,0
Ethiopia,2014,64.2,5.459585514144159,4.948759890378168,0.01,89.95805845,77.0,12739,17.2,75.0,4.88,77.0,0.4700036292457356,6.349422650270685,1.3,0.435,8.4,0
Ethiopia,2013,63.7,5.472270673671475,4.983606621708336,1.86,8.313282039,72.0,5253,16.8,7.0,5.19,72.0,0.6418538861723948,3.9731856227343454,1.4,0.427,8.4,0
